id,price_doc
31020,1179580200.5
31021,1182140859.2
31022,1073356912.5
31023,1180523746.3
31024,1146828400.1
31025,1178492501.8
31026,1152600098.6
31027,1127866125.1
31028,1174421159.8
31029,1177425682.5
31030,630138232.43
31031,1182149790
31032,1158752678.2
31033,497655337.1
31034,
31035,1217101193.7
31036,1152861581.5
31037,1181026561.2
31038,1174515028.6
31039,1182094271
31040,5277781.9346
31041,1174710474.8
31042,1176467110.9
31043,1156502897.7
31044,1160249069.1
31045,1176032905.7
31046,702999519.82
31047,1153363724.4
31048,1154805328.5
31049,1179535095.3
31050,4936751.1914
31051,4585172.1525
31052,
31053,
31054,5631123.1388
31055,2457137.0586
31056,1182272494.8
31057,1176779015.6
31058,654927883.22
31059,1173551276.2
31060,662880738.3
31061,1178467478.5
31062,1179789215.2
31063,686507781.74
31064,730060901.62
31065,1176065939
31066,3705227.936
31067,1159162775.5
31068,1296628397.2
31069,1361497.7497
31070,4831799.6243
31071,1273404868.7
31072,
31073,
31074,1177841842.1
31075,-1523946475
31076,1150737215.5
31077,4059413.3805
31078,2020297.3858
31079,605098897.63
31080,1178935269.4
31081,
31082,1163400169.1
31083,1175311114.1
31084,1180404011.8
31085,
31086,1174965895.5
31087,1155024043.1
31088,1150249105.5
31089,1160214693.4
31090,1188574559.4
31091,890372311.73
31092,3857086.2206
31093,1183569447.4
31094,1153354648.7
31095,1155527225.2
31096,1176981588.7
31097,1177734898.9
31098,1156061846.6
31099,
31100,1170383815.4
31101,1172302384.5
31102,
31103,1166595007.5
31104,1154733392.6
31105,1173133022.8
31106,1416872277
31107,
31108,1149987522.8
31109,993082770.25
31110,1180621634.8
31111,1173159144.6
31112,1157851781.5
31113,868084276.36
31114,1150376474.4
31115,5279494.5731
31116,1149612968.9
31117,1150031543.7
31118,
31119,
31120,1153549637.4
31121,1176724433.7
31122,1173091257.2
31123,
31124,1148748362.9
31125,970548830.02
31126,1137313758.1
31127,5374312.7108
31128,1153184307.1
31129,
31130,1184148254.1
31131,1157207403.1
31132,1153959503
31133,1173639467.8
31134,1149458413.5
31135,1156280161
31136,1170626010
31137,1177790180.2
31138,1170691530.7
31139,3293118.571
31140,1174169007.2
31141,1153578202.3
31142,1180523809.5
31143,1175701735
31144,3176965.4421
31145,1170008953.1
31146,1169946460.6
31147,1173159881.4
31148,540010167.62
31149,
31150,452137349.22
31151,1171762718.5
31152,1180586779.9
31153,5651930.2063
31154,1133331478.2
31155,1153786592.4
31156,1172832991
31157,918786182.33
31158,1162475879.1
31159,1105481772
31160,1162420655.7
31161,
31162,1175874282.3
31163,1150927157.3
31164,948472529.52
31165,702349750.59
31166,1176726866.5
31167,1178817662.3
31168,1171972904.3
31169,1160501567.7
31170,1151234170.1
31171,
31172,5202686.7239
31173,
31174,1152508008.3
31175,
31176,5216460.3895
31177,836556233.55
31178,1175246531.1
31179,1169302864.6
31180,1174855527.3
31181,1182284183.5
31182,1182644668.3
31183,1111589750.3
31184,1145351200.1
31185,536083199.79
31186,1158807727.5
31187,1175107076.8
31188,
31189,1177326645.3
31190,1166107968.4
31191,1171393076.9
31192,779993998.78
31193,1178615955.2
31194,1101378954.9
31195,1147970964.8
31196,1153476873.5
31197,1177813882.1
31198,1150698904.6
31199,1178841711.5
31200,1160042693.8
31201,1026750750.8
31202,1176318406.6
31203,5711409.4682
31204,1062575021.6
31205,7445068.8848
31206,1159675826.7
31207,3451442.0675
31208,1171231082.5
31209,1375723962
31210,777587646.05
31211,1166362125.5
31212,1183704922.3
31213,1169177131.7
31214,1178699214.7
31215,530757773.87
31216,1407700149.1
31217,4877133.7039
31218,586126635.8
31219,993821970.88
31220,1177588535.2
31221,3285482.8493
31222,1172264028.4
31223,1180606131
31224,1171071219.4
31225,666683586.73
31226,5643713.7174
31227,1180461537.4
31228,1180563336.6
31229,1179290664.1
31230,1178662406.3
31231,1176085126.5
31232,1178992647.9
31233,1178791165
31234,1179965349.4
31235,335080465.77
31236,1167084354.4
31237,1157051818.4
31238,1178841510
31239,1179205510.3
31240,1152571835.6
31241,1178828190
31242,887025533.11
31243,
31244,4913566.7057
31245,1159862297.9
31246,1174491451.2
31247,
31248,1150128291.7
31249,1180733151.7
31250,1178491137
31251,4841546.5514
31252,5680846.2243
31253,1153977492.3
31254,1173503311.4
31255,1172172785.3
31256,1155097765.2
31257,1176819574.2
31258,1158359320.7
31259,1177641312.1
31260,1160083988.6
31261,1181796903.8
31262,1354026334.4
31263,4927979.6832
31264,1175080231.4
31265,1163057185.2
31266,1155666033.5
31267,587051996.05
31268,2256553.8376
31269,1158793399.3
31270,823479923.79
31271,2914802.1174
31272,1152743879.5
31273,1153975431.1
31274,1152998666.5
31275,1156479528.1
31276,1151440162.4
31277,1149785470.3
31278,1183811688.2
31279,1185722018.1
31280,1176736655.2
31281,898579015.48
31282,1182157424.1
31283,1149945891.3
31284,1170977419.5
31285,1178722877
31286,1157064736.4
31287,1180649329.2
31288,810397382.84
31289,
31290,1177977690.7
31291,1159054984.1
31292,1465678702
31293,827003804.7
31294,1174448735.3
31295,13937094.835
31296,1179813719.2
31297,1182555325.5
31298,1174037558
31299,1180622496
31300,1158413609.9
31301,1102264462.1
31302,1173660462.5
31303,1161381223.7
31304,1177714188.5
31305,1175614373.7
31306,1175084110.6
31307,1177049697.2
31308,1164616869.6
31309,1155726220.8
31310,1001412312.7
31311,1149434337.2
31312,1148169655.3
31313,1172820696.6
31314,1178847960.2
31315,1180622332.6
31316,752468079.4
31317,1162001301
31318,1151513954.6
31319,1178806325.9
31320,1147705085.6
31321,1176209792.4
31322,1645774356.3
31323,1159811602.2
31324,1160729416.2
31325,1150944707.4
31326,1154431563.7
31327,1160206774.4
31328,1186032293.3
31329,
31330,1182917683.9
31331,6715694.1164
31332,1151400822.9
31333,1151186456.5
31334,568909006.39
31335,1181799821.4
31336,1160312090.7
31337,1168155020.8
31338,1179112972.5
31339,1152274085.6
31340,1173253515.7
31341,1180655323.3
31342,1167611411.5
31343,565791922.24
31344,1153724943.7
31345,1176683582.8
31346,3755191.4831
31347,1283313847.3
31348,1167394555
31349,1170665924.8
31350,1174799663.3
31351,1151206599.8
31352,1165107428.6
31353,1153068816.6
31354,1153130390.7
31355,1180272644.8
31356,1176665746.9
31357,3196889.0579
31358,
31359,1177598545.4
31360,699673666.17
31361,1149094555.5
31362,1180589890.1
31363,5259428.0861
31364,
31365,3365315.2982
31366,1152461407.9
31367,1161282693.8
31368,1149554904.3
31369,
31370,1171067948.7
31371,7543215.5261
31372,1177942917.8
31373,1156136760.6
31374,1179814125.2
31375,1165143476.1
31376,1178829679.8
31377,1158289487.6
31378,1147334809.4
31379,1181912987.7
31380,1141545336.3
31381,953178627.68
31382,1149753663.8
31383,1156804299.8
31384,1186857598.4
31385,1144090568.4
31386,1179960566
31387,1176951933.1
31388,1176089553.2
31389,840773055.67
31390,1164066801.3
31391,5671080.5328
31392,1176031640.2
31393,1155671888.8
31394,1171639527.1
31395,1155628725.3
31396,1163888559.8
31397,
31398,1176558893.7
31399,1175398156.7
31400,1175898939.3
31401,1181113715.3
31402,1146235067.8
31403,2925897.519
31404,1148830057.5
31405,1176545197.8
31406,981211959.31
31407,1175493919.4
31408,5693631.6443
31409,1175892597.6
31410,1171935385.7
31411,1152286032.6
31412,1166943439
31413,1167234774.1
31414,1142902145.8
31415,1181861048.4
31416,1150567169.2
31417,1150674584.2
31418,1158309837.8
31419,1144926179.1
31420,1182870757.5
31421,1159646905
31422,1147821229.2
31423,1180475900.5
31424,1183828400.5
31425,1156661550.2
31426,1150087980.4
31427,1177767976.8
31428,1178426504.4
31429,1177577725.5
31430,2250409.3149
31431,549171986.72
31432,1219004472.1
31433,1147765317.5
31434,3248148.0846
31435,1163993908.3
31436,1179645536
31437,1182300779.2
31438,1170988496.8
31439,11890646.506
31440,1167146705.4
31441,1167894885.1
31442,1616830642.5
31443,1161186838.4
31444,1151563875.8
31445,1118687368.7
31446,1181627164.8
31447,1150028174.7
31448,1161059189.7
31449,1154329385.6
31450,1156971982.6
31451,1159016267.1
31452,1181706922
31453,1177113022.9
31454,1170870247.4
31455,1163254965
31456,668162265.77
31457,1149243119.2
31458,1185921718.5
31459,
31460,2854587.2646
31461,1152859496.2
31462,1758085.7481
31463,
31464,1156925079.6
31465,1162698260.9
31466,1196818099
31467,212456634.03
31468,
31469,719123051.52
31470,5224696.9002
31471,1212860324.9
31472,
31473,1162218260.6
31474,
31475,9331277.2374
31476,1173690044
31477,1152762039.5
31478,1152093846.8
31479,1152361612.7
31480,1147048540.7
31481,1162190540.1
31482,1158474267.7
31483,1150085687.2
31484,584144544.7
31485,1176368256.8
31486,603466277.73
31487,1150842800.9
31488,1181658167
31489,1153674087.1
31490,6313216.7377
31491,1151084275.3
31492,1158815386
31493,1156604791.5
31494,1150468531
31495,1161596986.6
31496,1159696365.3
31497,
31498,6706702.5328
31499,1171176471.9
31500,1149013643.7
31501,
31502,1176642641.1
31503,1155551907
31504,1168699230.8
31505,1186760141.6
31506,1156918415.9
31507,1148129532.1
31508,1178497207.6
31509,1147223677.3
31510,1149450537.5
31511,1176422643.9
31512,1238091333.5
31513,1180372080
31514,1471822659.4
31515,
31516,1167440973.8
31517,1164803226
31518,1158749973.3
31519,1156213427.9
31520,1132555637.6
31521,1150349941.3
31522,1057502560.3
31523,1159025576.3
31524,
31525,1170693206.6
31526,1176300311.7
31527,1174446929.5
31528,1145097723.2
31529,1169792230.9
31530,6318377.2614
31531,1165068026.1
31532,1126495441.1
31533,1182035243.4
31534,1163008045.9
31535,1165353538
31536,1157638146.9
31537,3688751.7803
31538,
31539,1175022832.3
31540,1180545763.8
31541,
31542,1159291042.6
31543,3123430.5311
31544,1054889355.9
31545,1149874327.6
31546,1182213459.5
31547,1147485937.7
31548,
31549,799402359.39
31550,1170755731.5
31551,1153831684.1
31552,1152075193.5
31553,1172193218.9
31554,1170811338.5
31555,1173520484.1
31556,
31557,1149559850.1
31558,1180678945.9
31559,
31560,
31561,1033780516.9
31562,703881431.4
31563,2705203.9011
31564,1149115855.9
31565,1181900688.5
31566,1147675414.4
31567,1035358901.1
31568,1156288548.9
31569,1177798616.2
31570,1181143461.9
31571,1154989496.5
31572,
31573,1169062173.8
31574,1171605836.5
31575,880707123.28
31576,1175724018.9
31577,1177287118.5
31578,1182009753.3
31579,3174227.4166
31580,1170896981.8
31581,1154149186.4
31582,1177402152.2
31583,1156248506.6
31584,2340508.6931
31585,1178935105.4
31586,1184019732
31587,1170260418.9
31588,1166450073.4
31589,1174095414.5
31590,1172242341.2
31591,1174876305.8
31592,320110628.21
31593,1159237492.2
31594,1179943913.3
31595,1150563102.5
31596,1174962239.4
31597,1153403348.7
31598,
31599,1175354298.3
31600,1162969139.5
31601,1167839719.9
31602,525122638.44
31603,1177939304.7
31604,1183179584.9
31605,2977768.5332
31606,127747052.76
31607,1172089090.7
31608,915704602.5
31609,1152928894.6
31610,1158098022.9
31611,5442073.4824
31612,1154494650.3
31613,
31614,1186142060.7
31615,1180678184.2
31616,1153145133.1
31617,1318073605.6
31618,1179685421.5
31619,1172257682.4
31620,877089753.82
31621,1175435268.4
31622,1181398612.4
31623,1176067422.1
31624,
31625,1168950544.4
31626,1153986049.2
31627,1179286596.3
31628,1182192566.1
31629,1174051182.7
31630,1174404372.5
31631,4374599.7896
31632,1181936182.5
31633,1158285550.1
31634,1159317873.2
31635,940438294.5
31636,1153797145
31637,
31638,1180383818.9
31639,388707942.94
31640,1167247708.9
31641,
31642,
31643,1173549586.1
31644,1172985881.1
31645,636583224.08
31646,1158038255.5
31647,1157129285
31648,1182508290
31649,1157492577.6
31650,
31651,1173601457.3
31652,1745097214.6
31653,1151651300.6
31654,1149277169.9
31655,1174982042
31656,1180095025.8
31657,1151860837.1
31658,1367651399.4
31659,1169163851.3
31660,1146889122.5
31661,1162531414.9
31662,723061958.29
31663,
31664,1176588223.7
31665,416258886.72
31666,1146284993.5
31667,6105367.2507
31668,1183495599.9
31669,1171697914.8
31670,938337851.48
31671,1156136987.6
31672,1169023760.6
31673,1168820154.2
31674,1136538932
31675,606939555.01
31676,1169937576.2
31677,5296028.1167
31678,612868936.67
31679,1148875450.6
31680,1179612092.6
31681,1179444300.6
31682,
31683,1178822852.5
31684,1176432146.5
31685,1087700.4081
31686,1165869364.9
31687,1160295363.1
31688,1179818507.1
31689,912428191
31690,
31691,646443884.98
31692,1179870889.2
31693,1169450257.7
31694,9111272.4111
31695,763536133.49
31696,1272163.1103
31697,1176192982.8
31698,2118546.2378
31699,1148309705.1
31700,1150197159.7
31701,6513502.6339
31702,1152430238.7
31703,1169878021.9
31704,1166164522.5
31705,1161499849.3
31706,1150823434.8
31707,
31708,1160717113
31709,1176318680.7
31710,1167132993.8
31711,1154586482.4
31712,1165384972.8
31713,1015380924.9
31714,531124248.13
31715,1102047285.7
31716,1170239854.4
31717,9733742.7619
31718,708392684.48
31719,1154206690
31720,1172838272.3
31721,1176860361.3
31722,1173161133.7
31723,1148108140.5
31724,1148574391.8
31725,1177963212.6
31726,1148764071.2
31727,1173138477
31728,854986099.99
31729,1169946970.6
31730,2118239.153
31731,5045552.638
31732,1159995608
31733,1172769887.9
31734,3827182.0011
31735,
31736,787397544.13
31737,5556286.6157
31738,697245238.62
31739,1172002107.3
31740,1161437012.7
31741,532972061.23
31742,1183719641.5
31743,7481517.0846
31744,
31745,1177112314.9
31746,1169075003.9
31747,3385936.5279
31748,1172759788.1
31749,
31750,1173001762.5
31751,1150644409.3
31752,897514753.64
31753,1254691705.8
31754,1156884373.6
31755,1176416036.6
31756,1173973109.8
31757,1150843529.6
31758,1156643418.6
31759,329051781.73
31760,613762608.02
31761,1194023824.7
31762,
31763,1181895437.5
31764,1179988975.4
31765,1067301548.2
31766,1158431292.2
31767,
31768,1150517723.9
31769,1154465592.9
31770,
31771,3504873.9383
31772,1153621658.4
31773,1149050826.2
31774,1179542655.1
31775,1164417057.9
31776,
31777,395097567.45
31778,9692581.2761
31779,1614465841.4
31780,560841967.16
31781,1155041299.1
31782,1157527704.7
31783,
31784,1149820316.7
31785,1156856815.3
31786,310875156.78
31787,1177964223
31788,1150044167.4
31789,4825142.7352
31790,3358685.6385
31791,885351999.57
31792,1179227249.1
31793,
31794,1135099593.2
31795,1154892293.3
31796,3321483.5887
31797,1171583597.9
31798,
31799,1179065694.6
31800,1153271153.7
31801,616764184.45
31802,1174599795.3
31803,
31804,1149393753
31805,3228683.408
31806,1162140011.4
31807,1151057897.7
31808,1151653223.5
31809,1174826394.8
31810,1175495889
31811,1155177710.6
31812,1152560205.7
31813,1433918581.5
31814,1151249820.6
31815,742977111.76
31816,1150570873.6
31817,340501124.6
31818,1156017198.8
31819,1426872648.5
31820,1146845550.2
31821,1171286898.7
31822,1159851321.5
31823,2860071.157
31824,1171170768.2
31825,
31826,1154285824.7
31827,1168951806.5
31828,1148776887.5
31829,1146601298.5
31830,1170840102.1
31831,4464936.0827
31832,1168170999.2
31833,1185305784.6
31834,1961803259.3
31835,732360448.08
31836,1158113407.9
31837,310346601.18
31838,1167514006.7
31839,1141979048.1
31840,1158925594.5
31841,740875214.33
31842,1153245441.7
31843,104145409.16
31844,940141396.41
31845,1161056732
31846,1066756205.8
31847,1148050611.6
31848,864717380.07
31849,1166516464.5
31850,1178879655.8
31851,1182063118.6
31852,451819672.91
31853,1180586312.9
31854,1178882982.9
31855,1150272028
31856,1150222208.9
31857,1164315835.4
31858,1175289479.7
31859,1206579988
31860,1178472797.7
31861,1185817283.7
31862,1134814290.3
31863,1042608389.2
31864,1177341791
31865,
31866,
31867,1160794878.2
31868,1167909986.9
31869,1156600984.4
31870,1174831260.1
31871,474293902.67
31872,
31873,1179239540.5
31874,608468237.44
31875,1177283347.1
31876,980167246.15
31877,1178647279
31878,1176888539.3
31879,1164343223
31880,1174131116.8
31881,1177035956.3
31882,1176613213.2
31883,729962315.2
31884,1166181204.2
31885,1151535707.9
31886,1148593371.2
31887,1160800907.8
31888,
31889,1151878585.9
31890,1178996510.2
31891,1145305420.9
31892,1822974.5645
31893,1182930118.4
31894,1159015976.2
31895,4347330.483
31896,1176240953.3
31897,3643112.8666
31898,2343778.6267
31899,1175411675
31900,1156703042.5
31901,1013041510.4
31902,5135414.4328
31903,
31904,1024702262.2
31905,
31906,411359068.52
31907,
31908,1049363551.3
31909,1156383060.8
31910,1091361468.1
31911,3365953.8418
31912,1179016801
31913,1160202065.1
31914,1158604047.5
31915,1138892265.6
31916,2859726.7076
31917,616724408.29
31918,387181236.16
31919,1179431907
31920,990987890.15
31921,1181373621.5
31922,530239654.11
31923,1182819811.9
31924,1172192614.7
31925,1160832178.6
31926,1178437742.4
31927,1173693875.6
31928,5253981.11
31929,1172630345.9
31930,958088361.6
31931,1155959256.5
31932,1159638639
31933,1152386242.5
31934,546956757.38
31935,1162137598
31936,1172821312.6
31937,1152853952.8
31938,1150279731.4
31939,1158947010
31940,1485266449.8
31941,1176293236.4
31942,
31943,1173497215.9
31944,1173234752.6
31945,1161143503.5
31946,1159653162.9
31947,1159040617.6
31948,1177841420
31949,1162644958.4
31950,1170269504.1
31951,1151454685.5
31952,
31953,1266494.2658
31954,1183667785.4
31955,1149634276.8
31956,1173969714.9
31957,1154472588
31958,1147340880.5
31959,1173895955.6
31960,1177814650.6
31961,1155960751.6
31962,
31963,1170798373.1
31964,
31965,1154239081.3
31966,1162041769.9
31967,1183468507.2
31968,1151233204.1
31969,1150508374.9
31970,1151654830.4
31971,770319660.9
31972,1173183904
31973,571329137.24
31974,808104512.23
31975,1029919822
31976,339711936.29
31977,1160199228.6
31978,1174474373.1
31979,1046389757.8
31980,1041744666.8
31981,1149043990.3
31982,1312313045.4
31983,1180704803.9
31984,1159612334.1
